id,text,Sentiment,device,date
7.89E+17,It is time to #DrainTheSwamp!https://t.co/U2XeM2vDJK,0,Twitter for iPhone,19/10/16
7.87E+17,Thank you! #MAGA #AmericaFirst https://t.co/fG313wjlKm,0,Twitter for iPhone,13/10/16
7.56E+17,#AmericaFirst #RNCinCLE https://t.co/PvdTA8HTCC,0,Twitter for iPhone,21/7/16
7.41E+17,#FlashbackFriday #CrookedHillary https://t.co/pvrBb7v4NG,0,Twitter for iPhone,10/6/16
7.25E+17,Thanks Dave! https://t.co/NaPPQNjVi2,0.25,Twitter for iPhone,27/4/16
7.25E+17,Thanks! https://t.co/5jiSyvQiNj,0.25,Twitter for iPhone,27/4/16
7.11E+17,Landing in Phoenix now. Tomorrow's events will be amazing! #Trump2016,0.75,Twitter for iPhone,19/3/16
7.08E+17,Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk,1,Twitter for iPhone,11/3/16
7.07E+17,Thank you Michigan! #Trump2016 https://t.co/ttwwvrTjwE,0,Twitter for iPhone,6/3/16
7.06E+17,#CaucusForTrump #Trump2016  https://t.co/pTUlDXgPkP,0,Twitter for iPhone,5/3/16
6.83E+17,#HappyNewYearAmerica! https://t.co/EeQb8PDrUe,0,Twitter for iPhone,1/1/16
9.38E+17,MAKE AMERICA GREAT AGAIN!,1,Twitter for iPhone,6/12/17
9.39E+17,MAKE AMERICA GREAT AGAIN! https://t.co/64a93S07s7,1,Twitter for iPhone,8/12/17
9.35E+17,Thank you Rand! https://t.co/NvPeleVmub,0,Twitter for iPhone,28/11/17
9.25E+17,Thank you @LuisRiveraMarin! https://t.co/BK7sDv9phU,0,Twitter for iPhone,31/10/17
9.00E+17,"Join me live from Fort Myer in Arlington, Virginia. ➡️https://t.co/LOV4StdJDj",0.136363636,Twitter for iPhone,22/8/17
8.94E+17,Thank you Nicole! https://t.co/KlWN05uFOx,0,Twitter for iPhone,5/8/17
8.91E+17,U.S. Stock Market up almost 20% since Election!,0,Twitter for iPhone,29/7/17
8.82E+17,Thank you to Shawn Steel for the nice words on @FoxNews.,0.6,Twitter for iPhone,3/7/17
8.78E+17,Great night in Iowa - special people. Thank you!,0.623214286,Twitter for iPhone,22/6/17
8.79E+17,MAKE AMERICA GREAT AGAIN!,1,Twitter for iPhone,24/6/17
8.74E+17,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",0.5,Twitter for iPhone,12/6/17
8.63E+17,The Fake Media is working overtime today!,-0.625,Twitter for iPhone,12/5/17
8.56E+17,"Thank you Lake Worth, Florida. @foxandfriends",0.3,Twitter for iPhone,23/4/17
8.60E+17,Congratulations to @foxandfriends on its unbelievable ratings hike.,-0.25,Twitter for iPhone,4/5/17
8.53E+17,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft,0,Twitter for iPhone,14/4/17
8.42E+17,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA",0,Twitter for iPhone,14/3/17
8.32E+17,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,0,Twitter for iPhone,16/2/17
8.13E+17,Happy #Hanukkah https://t.co/UvZwtykV1E,0.8,Twitter for iPhone,24/12/16
7.56E+17,Watching the #GOPConvention#AmericaFirst #RNCinCLE,0,Twitter for iPhone,20/7/16
7.15E+17,MAKE AMERICA GREAT AGAIN!https://t.co/0w4ldD7dW3,0.8,Twitter for iPhone,29/3/16
7.05E+17,Thank you Arkansas! #Trump2016#SuperTuesday,0,Twitter for iPhone,2/3/16
7.05E+17,Thank you Virginia! #Trump2016#SuperTuesday,0,Twitter for iPhone,2/3/16
7.94E+17,Trump promises special session to repeal Obamacare: https://t.co/wTCd108yrV,0.357142857,Twitter for iPhone,1/11/16
7.88E+17,Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r,0.5,Twitter for iPhone,17/10/16
9.28E+17,#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS,0,Twitter for iPhone,6/11/17
7.05E+17,Thank you Alabama! #Trump2016#SuperTuesday,0,Twitter for iPhone,2/3/16
8.82E+17,#FraudNewsCNN #FNN https://t.co/WYUnHjjUjg,0,Twitter for iPhone,2/7/17
7.05E+17,Thank you Tennessee! #Trump2016#SuperTuesday,0,Twitter for iPhone,2/3/16
7.05E+17,Thank you Massachusetts! #Trump2016 #SuperTuesday,0,Twitter for iPhone,2/3/16
7.05E+17,Thank you Georgia!#SuperTuesday #Trump2016,0,Twitter for iPhone,2/3/16
7.04E+17,#MakeAmericaGreatAgain #Trump2016 https://t.co/yFhZd55GD9,0,Twitter for iPhone,28/2/16
9.24E+17,Will be another Sean success! https://t.co/SlNTENvJLA,0.375,Twitter for iPhone,26/10/17
8.13E+17,#MerryChristmas https://t.co/5GgDmJrGMS,0,Twitter for iPhone,25/12/16
8.15E+17,Happy Birthday @DonaldJTrumpJr!https://t.co/uRxyCD3hBz,0.8,Twitter for iPhone,31/12/16
8.15E+17,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.... https://t.co/9WJZ8iTCQV",0,Twitter for iPhone,30/12/16
8.14E+17,My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy,0,Twitter for iPhone,29/12/16
8.14E+17,'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ,0,Twitter for iPhone,28/12/16
8.14E+17,The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!,0.125,Twitter for iPhone,26/12/16
8.12E+17,"As to the U.N., things will be different after Jan. 20th.",0,Twitter for iPhone,23/12/16
8.12E+17,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1,0,Twitter for iPhone,22/12/16
8.11E+17,"""""""@mike_pence: Congratulations to @RealDonaldTrump, officially elected President of the United States today by the Electoral College!""""""",0,Twitter for iPhone,20/12/16
8.11E+17,"""""""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."""" Thank you Franklin!""",0,Twitter for iPhone,20/12/16
8.10E+17,"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:... https://t.co/4UAazd7TmF",0.5,Twitter for iPhone,18/12/16
8.10E+17,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,0.3,Twitter for iPhone,17/12/16
8.10E+17,Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:... https://t.co/3vgtzSJsFu,0,Twitter for iPhone,17/12/16
8.10E+17,"#ThankYouTour2016 Tonight- Orlando, Florida Tickets: https://t.co/JwQeccp79NTomorrow- Mobile, AlabamaTickets:... https://t.co/Cq5AwcuzT9",0,Twitter for iPhone,16/12/16
8.10E+17,"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS... https://t.co/yB6u5FEfHq",1,Twitter for iPhone,16/12/16
8.10E+17,"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C",0,Twitter for iPhone,15/12/16
8.09E+17,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",-0.04375,Twitter for iPhone,15/12/16
8.09E+17,"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:... https://t.co/iEGWZLuiFE",0.65,Twitter for iPhone,14/12/16
8.09E+17,"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! #ThankYouTour2016 Tickets:... https://t.co/1RFmKCMgyw",0,Twitter for iPhone,13/12/16
8.08E+17,"#ThankYouTour2016 Tue: West Allis, WI. Thur: Hershey, PA. Fri: Orlando, FL. Sat: Mobile, AL. Tickets:... https://t.co/OJ8S7iVzFx",0,Twitter for iPhone,12/12/16
8.08E+17,October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z,0.25,Twitter for iPhone,10/12/16
8.08E+17,"A very interesting read. Unfortunately, so much is true.https://t.co/ER2BoM765M",0.425,Twitter for iPhone,10/12/16
8.08E+17,"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp, untrue - FAKE NEWS!",-0.479166667,Twitter for iPhone,10/12/16
8.07E+17,"Thank you Michigan. We are going to bring back your jobs &amp, together, we will MAKE AMERICA GREAT AGAIN!Watch:... https://t.co/EyLOo26FqW",0.4,Twitter for iPhone,10/12/16
8.07E+17,"Thank you Louisiana! Get out &amp, vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal... https://t.co/sHXeyreEZI",0,Twitter for iPhone,9/12/16
8.07E+17,"Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp, send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL",0.170454545,Twitter for iPhone,9/12/16
8.07E+17,THANK YOU IOWA!#ThankYouTour2016 https://t.co/v6EB2OQMeO,0,Twitter for iPhone,9/12/16
8.07E+17,"Join me tomorrow! #MAGA 10am- Baton Rouge, LA. Tickets: https://t.co/rvIQ6Yq45P7pm- Grand Rapids, MI.Tickets: https://t.co/2UTwAg5V87",0.5,Twitter for iPhone,8/12/16
7.94E+17,Hillary Advisers Wanted Her To Avoid Supporting Israel When Talking To Democrats: https://t.co/y7m8iVU173,0.25,Twitter for iPhone,1/11/16
8.07E+17,"On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016",0,Twitter for iPhone,8/12/16
8.07E+17,Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.,0.4,Twitter for iPhone,8/12/16
8.07E+17,"Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!#ThankYouTour2016 #MAGA... https://t.co/Geq6sT70IT",0,Twitter for iPhone,7/12/16
8.07E+17,"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...https://t.co/r5eRLR24Q3",0,Twitter for iPhone,7/12/16
8.06E+17,"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA",1,Twitter for iPhone,7/12/16
8.06E+17,"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you... https://t.co/Z8sgJBWI09",-0.198295455,Twitter for iPhone,6/12/16
8.06E+17,"Join me tonight in Fayetteville, North Carolina at 7pm! #ThankYouTour2016 Tickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7",0,Twitter for iPhone,6/12/16
8.06E+17,#ThankYouTour2016 12/6- North Carolinahttps://t.co/79AHq3NC0v12/8- Iowahttps://t.co/1IuRTVwMSx12/9- Michiga... https://t.co/vcQaIJ8qoB,0,Twitter for iPhone,5/12/16
8.06E+17,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development... https://t.co/OJKuDFhP3r,0.2,Twitter for iPhone,5/12/16
8.05E+17,"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.",0.566666667,Twitter for iPhone,3/12/16
8.05E+17,"State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today, election next Saturday.",0.05,Twitter for iPhone,3/12/16
8.05E+17,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!... https://t.co/sVNSNJE7Uf",0.4125,Twitter for iPhone,2/12/16
8.04E+17,"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. Join me! Tickets: https://t.co/HiWqZvHv6M",0,Twitter for iPhone,1/12/16
8.04E+17,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,-0.0625,Twitter for iPhone,1/12/16
8.04E+17,'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx,0,Twitter for iPhone,30/11/16
8.04E+17,"'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross &amp, Todd Ricketts... https://t.co/cEBxoWsnYp",0,Twitter for iPhone,30/11/16
8.04E+17,"Join me in Cincinnati, Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU!Tickets:... https://t.co/51Emq7Tffa",0,Twitter for iPhone,30/11/16
8.04E+17,'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation'https://t.co/5FMGdhAZxB,0,Twitter for iPhone,29/11/16
8.04E+17,'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'https://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s,0,Twitter for iPhone,29/11/16
8.02E+17,"Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Th... https://t.co/RY9mGGjrXm",0.353939394,Twitter for iPhone,24/11/16
8.01E+17,"'Jeff Sessions, a Fitting Selection for Attorney General'https://t.co/LjKTkAZSFy",0.275,Twitter for iPhone,22/11/16
8.01E+17,'President-elect Donald J. Trump's CIA Director Garners Praise'https://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ,0,Twitter for iPhone,22/11/16
7.98E+17,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",0.335714286,Twitter for iPhone,13/11/16
7.97E+17,Today we express our deepest gratitude to all those who have served in our armed forces. #ThankAVet https://t.co/wPk7QWpK8Z,0,Twitter for iPhone,11/11/16
7.97E+17,Happy 241st birthday to the U.S. Marine Corps! Thank you for your service!! https://t.co/Lz2dhrXzo4,1,Twitter for iPhone,10/11/16
7.96E+17,Watching the returns at 9:45pm. #ElectionNight #MAGA🇺🇸 https://t.co/HfuJeRZbod,0,Twitter for iPhone,9/11/16
7.96E+17,Still time to #VoteTrump! #iVoted #ElectionNight https://t.co/UZtYAY1Ba6,0,Twitter for iPhone,8/11/16
7.96E+17,#ElectionDay https://t.co/MXrAxYnTjY https://t.co/FZhOncih21,0,Twitter for iPhone,8/11/16
7.96E+17,Today we are going to win the great state of MICHIGAN and we are going to WIN back the White House! Thank you MI!... https://t.co/onRpEvzHrW,0.48,Twitter for iPhone,8/11/16
7.96E+17,"Unbelievable evening in New Hampshire - THANK YOU! Flying to Grand Rapids, Michigan now. Watch NH rally here:... https://t.co/hP88anrfgk",0.140151515,Twitter for iPhone,8/11/16
7.96E+17,Big news to share in New Hampshire tonight! Polls looking great! See you soon.,0.390151515,Twitter for iPhone,8/11/16
7.96E+17,"Today in Florida, I pledged to stand with the people of Cuba and Venezuela in their fight against oppression- cont: https://t.co/8eELqk2wUw",0,Twitter for iPhone,8/11/16
7.96E+17,Thank you Pennsylvania! Going to New Hampshire now and on to Michigan. Watch PA rally here: https://t.co/d29DLINGst... https://t.co/zcH9crFIKM,0.136363636,Twitter for iPhone,8/11/16
7.96E+17,"Hey Missouri let's defeat Crooked Hillary &amp, @koster4missouri! Koster supports Obamacare &amp, amnesty! Vote outsider Navy SEAL @EricGreitens!",0,Twitter for iPhone,7/11/16
7.96E+17,"'America must decide between failed policies or fresh perspective, a corrupt system or an outsider'https://t.co/ll8QIW9SqW",-0.233333333,Twitter for iPhone,7/11/16
7.96E+17,'What I Like About Trump ... and Why You Need to Vote for Him'https://t.co/6rVuDUehZq,0,Twitter for iPhone,7/11/16
7.96E+17,'Why Trump' https://t.co/RpwIYB7aOV,0,Twitter for iPhone,7/11/16
7.96E+17,I love you North Carolina- thank you for your amazing support! Get out and https://t.co/HfihPERFgZ tomorrow!Watch:... https://t.co/jZzfqUZNYh,0.625,Twitter for iPhone,7/11/16
7.96E+17,On my way! https://t.co/6L2ILD6r8h,0,Twitter for iPhone,7/11/16
7.96E+17,Just landed in North Carolina- heading to the J.S. Dorton Arena. See you all soon! Lets #MakeAmericaGreatAgain! https://t.co/EUo0keWX1Y,0,Twitter for iPhone,7/11/16
7.96E+17,"Starting tomorrow it's going to be #AmericaFirst! Thank you for a great morning Sarasota, Florida!Watch here:... https://t.co/ig62Kjkkvl",0.4,Twitter for iPhone,7/11/16
7.96E+17,Thank you for you support Virginia! In ONE DAY - get out and #VoteTrumpPence16! #ICYMI: https://t.co/Nid8qcFTwY https://t.co/WOsEcjM8sm,0,Twitter for iPhone,7/11/16
7.95E+17,Thank you Pennsylvania- I am forever grateful for your amazing support. Lets MAKE AMERICA GREAT AGAIN! #MAGA... https://t.co/qbcJZAzw6z,0.8,Twitter for iPhone,7/11/16
7.95E+17,Thank you Michigan! This is a MOVEMENT that will never be seen again- it's our last chance to #DrainTheSwamp! Watch... https://t.co/cSdGkCFYRL,0,Twitter for iPhone,7/11/16
7.95E+17,"Our American comeback story begins 11/8/16. Together, we will MAKE AMERICA SAFE &amp, GREAT again for everyone! Watch:... https://t.co/ek8Cn3CgTr",0.5,Twitter for iPhone,7/11/16
7.95E+17,"Thank you Minnesota! It is time to #DrainTheSwamp &amp, #MAGA! #ICYMI- watch: https://t.co/fVThC7yIL6 https://t.co/e8SaXiJrxj",0,Twitter for iPhone,6/11/16
7.95E+17,"MONDAY - 11/7/2016Scranton, Pennsylvania at 5:30pm.https://t.co/BcErCtsPdFGrand Rapids, Michigan at 11pm.... https://t.co/pgFMLp0173",0,Twitter for iPhone,6/11/16
7.95E+17,"Thank you Iowa - Get out &amp, #VoteTrumpPence16! https://t.co/HfihPERFgZ https://t.co/QsukELQmKb",0,Twitter for iPhone,6/11/16
7.95E+17,Van Jones: ‘There Is A Crack in the Blue Wall’ — It Has to Do With Trade: https://t.co/BvEF9cC7o7,0,Twitter for iPhone,6/11/16
7.95E+17,"Great night in Denver, Colorado- thank you! Together, we will MAKE AMERICA GREAT AGAIN! #ICYMI watch rally here:... https://t.co/LbvNHo6T2k",1,Twitter for iPhone,6/11/16
7.95E+17,"Thank you Reno, Nevada. NOTHING will stop us in our quest to MAKE AMERICA SAFE AND GREAT AGAIN! #AmericaFirst... https://t.co/A4eeHoCbGS",0.75,Twitter for iPhone,6/11/16
7.95E+17,"Join me live in Reno, Nevada!https://t.co/T4bf1hrxaA https://t.co/EPqRXHa1CM",0.136363636,Twitter for iPhone,6/11/16
7.95E+17,JOIN ME TOMORROW!MINNESOTA • 2pmhttps://t.co/WcgLh4prS7MICHIGAN • 6pmhttps://t.co/9BqGVKNNrtVIRGINIA • 9:30p... https://t.co/A1oVhCrT6t,0,Twitter for iPhone,6/11/16
7.95E+17,#DrainTheSwamp!https://t.co/z68vGp9Bvf,0,Twitter for iPhone,5/11/16
7.95E+17,"Top Clinton Aides Bemoan Campaign ‘All Tactics,’ No Vision: https://t.co/mHYvQtIq78",0.5,Twitter for iPhone,5/11/16
7.95E+17,‘Must Act Immediately’: Clinton Charity Lawyer Told Execs They Were Breaking The Lawhttps://t.co/hsi4qhqTV1,0,Twitter for iPhone,5/11/16
7.95E+17,Watch Coach Mike Ditka- a great guy and supporter tonight at 8pmE on #WattersWorld with @jessebwatters @FoxNews.,0.8,Twitter for iPhone,5/11/16
7.95E+17,"Thank you Wilmington, North Carolina. We are 3 days away from the CHANGE you've been waiting for your entire life!... https://t.co/6ZJZRBfLST",0,Twitter for iPhone,5/11/16
7.95E+17,"Thank you for the incredible support this morning Tampa, Florida! #ICYMI- watch here: https://t.co/q43kHf7MoE https://t.co/1GscFNaV4L",1,Twitter for iPhone,5/11/16
7.95E+17,"Join me in Denver, Colorado tonight at 9:30pm: https://t.co/LJYGIK7MriNEW- Scranton, Pennsylvania Monday @ 5:30pm: https://t.co/BcErCtsPdF",0,Twitter for iPhone,5/11/16
7.95E+17,"Thank you Hershey, Pennsylvania. Get out &amp, VOTE on November 8th &amp, we will #MAGA! #RallyForRiley #ICYMI, watch here... https://t.co/maWukVBTr8",0,Twitter for iPhone,5/11/16
7.95E+17,"Join me in Denver, Colorado tomorrow at 9:30pm!Tickets: https://t.co/LJYGIK7Mri",0,Twitter for iPhone,4/11/16
7.95E+17,"Join me live in Hershey, Pennsylvania! #MakeAmericaGreatAgain LIVE: https://t.co/xEj6sZpb12 https://t.co/JWfGI1vlwW",0.153409091,Twitter for iPhone,4/11/16
7.95E+17,The only thing that can stop this corrupt machine is YOU. The only force strong enough to save our country is US.... https://t.co/7dcSHOkuzc,-0.013333333,Twitter for iPhone,4/11/16
7.95E+17,Thank you Ohio! VOTE so we can replace Obamacare and save healthcare for every family in the United States! Watch:... https://t.co/7CH8ZnGdOa,0,Twitter for iPhone,4/11/16
7.95E+17,"Join me live in Wilmington, Ohio!https://t.co/nQ2p4EulLu",0.136363636,Twitter for iPhone,4/11/16
7.95E+17,"If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!",0.377777778,Twitter for iPhone,4/11/16
7.95E+17,"'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS, CARTELS &amp, DRUG VIOLENCE NATIONWIDE'... https://t.co/09aSrBwQrv",0,Twitter for iPhone,4/11/16
7.95E+17,"Thank you NH! We will end illegal immigration, stop the drugs, deport all criminal aliens&amp,save American lives! Watc... https://t.co/uxcazVkb32",-0.3,Twitter for iPhone,4/11/16
7.95E+17,Clinton Aides: ‘Definitely’ Not Releasing Some HRC Emails:https://t.co/GY5pGKaDoW,0,Twitter for iPhone,4/11/16
7.95E+17,"""""""The Clinton Campaign at Obama Justice"""" #DrainTheSwamphttps://t.co/LZkvFc071z""",0,Twitter for iPhone,4/11/16
7.95E+17,"Join me today in Wilmington, Ohio at 4pm: https://t.co/eCLECMkYLwTomorrow- Tampa, Florida at 10am: https://t.co/N9380pVmuM",0,Twitter for iPhone,4/11/16
7.94E+17,"There is no challenge too great, no dream outside of our reach! Thank you Selma, North Carolina!#ICYMI, watch here... https://t.co/8uIrhgYRsl",0.4,Twitter for iPhone,4/11/16
7.94E+17,"Join me in Wilmington, Ohio tomorrow at 4:00pm! It is time to #DrainTheSwamp! Tickets: https://t.co/eCLECM3nmW https://t.co/sb5irRxjxJ",0,Twitter for iPhone,3/11/16
7.94E+17,#CrookedHillary is unfit to serve. https://t.co/bSuGvInNF1,0,Twitter for iPhone,3/11/16
7.94E+17,"Thank you Concord, North Carolina! When WE win on November 8th, we are going to Washington, D.C. and we are going t... https://t.co/7j4MBn1Waf",0.8,Twitter for iPhone,3/11/16
7.94E+17,"Watching my beautiful wife, Melania, speak about our love of country and family. We will make you all very proud.... https://t.co/DiKmSnTlC2",0.783333333,Twitter for iPhone,3/11/16
7.94E+17,"Looking at Air Force One @ MIA. Why is he campaigning instead of creating jobs &amp, fixing Obamacare? Get back to work for the American people!",0,Twitter for iPhone,3/11/16
7.94E+17,Thank you Arlene! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #DrainTheSwamp https://t.co/tSI0YP2LL9,0.75,Twitter for iPhone,3/11/16
7.94E+17,#MakeAmericaGreatAgain #6Days https://t.co/eHTGIEpFsm,0,Twitter for iPhone,2/11/16
7.94E+17,"Thank you Orlando, Florida! We are just six days away from delivering justice for every forgotten man, woman and ch... https://t.co/LPXBQZ5AXt",0,Twitter for iPhone,2/11/16
7.94E+17,"After decades of lies and scandal, Crooked Hillary's corruption is closing in. #DrainTheSwamp! https://t.co/YivCacmkKq",0,Twitter for iPhone,2/11/16
7.94E+17,Clinton camp fumed when surrogate told supporters Clinton planned to betray labor on TPP post-election: https://t.co/ZZjbGDZP7e,0,Twitter for iPhone,2/11/16
7.94E+17,"""""""It pays to have friends in high places- like the Justice Department. Clearly the Clintons do."""" #DrainTheSwamp! https://t.co/KZXB4B156M""",0.1425,Twitter for iPhone,2/11/16
7.94E+17,"Thank you Miami! In 6 days, we are going to WIN the GREAT STATE of FLORIDA - and we are going to win back the White... https://t.co/MKYPOp0MeD",0.48,Twitter for iPhone,2/11/16
7.94E+17,Praying for the families of the two Iowa police who were ambushed this morning. An attack on those who keep us safe is an attack on us all.,0.5,Twitter for iPhone,2/11/16
7.94E+17,Join me in Florida tomorrow!MIAMI•12pmhttps://t.co/A3X71Q6sG2ORLANDO•4pmhttps://t.co/6BqTVoty5CPENSACOLA•7p... https://t.co/kEQuuJeO1B,0,Twitter for iPhone,2/11/16
7.94E+17,WikiLeaks emails reveal Podesta urging Clinton camp to 'dump' emails. Time to #DrainTheSwamp!https://t.co/P3ajiACiXK,0,Twitter for iPhone,1/11/16
7.94E+17,'Podesta urged Clinton team to hand over emails after use of private server emerged' https://t.co/NYvVmoA8wl,0,Twitter for iPhone,1/11/16
7.94E+17,Mika Brzezinski: Dem Criticism of Comey Reinforcing Idea ‘There’s Something There'https://t.co/EvBp0xESPN https://t.co/QIDBiDpat8,0,Twitter for iPhone,1/11/16
7.94E+17,'Kept me out of jail': Top DOJ official involved in Clinton probe represented her campaign chairman: https://t.co/QUZn97CEOq,0.2,Twitter for iPhone,1/11/16
7.94E+17,.@DarrellIssa is a very good man. Help him win his congressional seat in California.,0.855,Twitter for iPhone,1/11/16
7.94E+17,"#ICYMI: Governor @mike_pence and I were in Valley Forge, Pennsylvania today. You can watch it here:... https://t.co/6GWgmCV23Z",0,Twitter for iPhone,1/11/16
7.93E+17,"So terrible that Crooked didn't report she got the debate questions from Donna Brazile, if that were me it would have been front page news!",-0.5,Twitter for iPhone,1/11/16
7.93E+17,JOIN ME TOMORROW IN FLORIDA!MIAMI•12pmhttps://t.co/A3X71Q6sG2ORLANDO•4pmhttps://t.co/6BqTVoty5CPENSACOLA•7p... https://t.co/kNzrAeuLZO,0,Twitter for iPhone,1/11/16
7.93E+17,"Wow! I hear you Warren, Michigan. Streaming live - join us America. It is time to DRAIN THE SWAMP!Watch: https://t.co/pjXELwc5E1",0.130681818,Twitter for iPhone,31/10/16
7.93E+17,#ObamacareFail #HillarycareFail https://t.co/gaXOWVI0Xa,0,Twitter for iPhone,31/10/16
7.93E+17,"Thank you Grand Rapids, Michigan! #ICYMI- watch: https://t.co/2mDQCs6coB https://t.co/gN7BYfLD9K",0.625,Twitter for iPhone,31/10/16
7.93E+17,"Legendary basketball coach Bobby Knight who has 900+ wins, many championships and a gold medal will be introducing... https://t.co/aHltfG7U4I",0.6,Twitter for iPhone,31/10/16
7.93E+17,'Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation' #DrainTheSwamphttps://t.co/6qOO7FZSvF,0,Twitter for iPhone,31/10/16
7.93E+17,Join me tomorrow in Michigan!Grand Rapids at 12pm:https://t.co/xFPRNF7pnFWarren at 3pm:https://t.co/DREwbH7ZVd https://t.co/iyXwiP0rvd,0,Twitter for iPhone,31/10/16
7.93E+17,"Beautiful rally in Albuquerque, New Mexico this evening - thank you. Get out &amp, VOTE! #DrainTheSwampWatch rally:... https://t.co/K2RSgt2Zh5",0.510227273,Twitter for iPhone,31/10/16
7.93E+17,"Thank you Greeley, CO! REAL change means restoring honesty to the govt. Our plan will END govt. corruption! Watch:... https://t.co/qz5AL7zvp4",0.25,Twitter for iPhone,30/10/16
7.93E+17,"Thank you Las Vegas, Nevada- I love you! Departing for Greeley, Colorado now. Get out &amp, VOTE! #ICYMI- watch here:... https://t.co/uIloPRtEn9",0.78125,Twitter for iPhone,30/10/16
7.93E+17,"See you tomorrow Michigan!Grand Rapids, MI tomorrow at noon:https://t.co/xFPRNEPNZ5Warren, MI tomorrow at 3pm:... https://t.co/UHRTgS88B5",0,Twitter for iPhone,30/10/16
